trade_date,open,high,low,close,change,return,volume,volume_in_money
2013/3/28,3526.54,3526.54,3448.67,3448.98,-103.28,-2.91,412527.41,3704915.68
2013/3/27,3541.38,3579.39,3528.31,3552.26,8.45,0.24,368940.02,3543008.32
2013/3/26,3556.3,3557.79,3504.57,3543.81,-24.71,-0.69,381355.51,3574332.43
2013/3/25,3581.31,3590.82,3550.19,3568.52,-11.4,-0.32,397848.26,3732361.3
2013/3/22,3561.12,3586.09,3549.07,3579.92,14.9,0.42,428113.68,3873728.15
2013/3/21,3527.76,3575.84,3522.14,3565.02,37.25,1.06,485044.41,4525050.5
2013/3/20,3436.85,3527.83,3432.58,3527.77,89.7,2.61,453086.19,3976786.38
2013/3/19,3421.74,3442.06,3378.91,3438.07,10.95,0.32,346320.34,3125090.6
2013/3/18,3461.87,3477.93,3423.52,3427.12,-44.09,-1.27,361573.65,3416231.16
2013/3/15,3466.89,3525.53,3431.57,3471.21,6.36,0.18,380030.57,3602972.2
2013/3/14,3443.78,3482.37,3440.02,3464.85,15.5,0.45,277566.31,2591522.11
2013/3/13,3473.27,3477.1,3413.18,3449.35,-31.83,-0.91,314155.11,2882763.52
2013/3/12,3570.47,3589.72,3438.19,3481.18,-89.93,-2.52,440692.85,4071983.52
2013/3/11,3568.62,3588.71,3543.77,3571.11,0.72,0.02,327336.65,3101043.54
2013/3/8,3608.9,3626.92,3564.23,3570.38,-39.26,-1.09,396492.38,3838106.9
2013/3/7,3648.28,3651.74,3575.98,3609.64,-44.29,-1.21,549414.56,5349672.43
2013/3/6,3605.36,3654.11,3605.36,3653.93,56.01,1.56,582463.79,5548283.49
2013/3/5,3516.53,3598.01,3507.03,3597.92,79.2,2.25,503802.15,4767903.09
2013/3/4,3614.56,3614.56,3496.05,3518.72,-129.71,-3.56,645880.9,5862453.26
2013/3/1,3608.62,3648.69,3603.98,3648.42,40.22,1.11,501732.82,4791378.97
2013/2/28,3544.06,3608.2,3531.9,3608.2,72.3,2.04,460620.89,4270344.93
2013/2/27,3538.94,3568.69,3506.76,3535.9,2.69,0.08,382349.74,3661545.36
2013/2/26,3573.95,3600.46,3532.27,3533.2,-54.38,-1.52,433867.58,4150413.13
2013/2/25,3551.6,3595.6,3551.37,3587.59,39.23,1.11,376771.02,3566183.31
2013/2/22,3552.67,3587.71,3543.02,3548.36,-11.96,-0.34,415854.38,3975623.09
2013/2/21,3612.72,3612.72,3531.13,3560.32,-75.06,-2.06,544116.25,5056519.57
2013/2/20,3555.59,3635.38,3553.49,3635.38,74.02,2.08,442523.08,4121671
2013/2/19,3624.94,3630.65,3546.72,3561.36,-66.42,-1.83,484209.91,4269860.32
2013/2/18,3625.03,3639.36,3604.01,3627.78,19.19,0.53,450992.78,4144824.18
2013/2/8,3554.15,3618.84,3553.8,3608.59,50.92,1.43,379283.03,3645588.03
2013/2/7,3539.48,3565.38,3526.03,3557.67,13.28,0.37,387048.34,3659917.95
2013/2/6,3521.66,3555.94,3521.64,3544.39,23.74,0.67,423087.05,3801062.78
2013/2/5,3466.59,3520.99,3457.43,3520.65,36.28,1.04,477111.33,4130129.9
2013/2/4,3517.46,3524.04,3467.02,3484.36,-23.35,-0.67,559374.46,5038798.79
2013/2/1,3471.27,3507.83,3462.68,3507.71,28.07,0.81,479254.87,4218511.89
2013/1/31,3497.28,3499.15,3463.2,3479.64,-20.94,-0.6,485912.52,4309244.1
2013/1/30,3482.57,3502.72,3462.37,3500.58,18.06,0.52,542189.3,4699070.59
2013/1/29,3451.66,3489.86,3447.82,3482.52,32.72,0.95,492803.75,4518702.13
2013/1/28,3362.47,3449.95,3362.22,3449.79,85.73,2.55,454221.21,4168478.47
2013/1/25,3363.43,3382.77,3346.24,3364.06,-5.67,-0.17,370991.86,3339850.71
2013/1/24,3442.62,3473.98,3344.98,3369.73,-72.01,-2.09,571749.7,4952034.1
2013/1/23,3422.77,3451.26,3393.05,3441.75,6.31,0.18,433573.73,3805125.16
2013/1/22,3487.57,3487.57,3409.84,3435.43,-55.69,-1.6,534741.22,4724716.18
2013/1/21,3475.2,3492.22,3458.87,3491.12,26.48,0.76,537895.32,4581987.9
2013/1/18,3416.45,3466.53,3406.6,3464.65,56.62,1.66,511186.11,4433988.87
2013/1/17,3444.47,3452.37,3399.66,3408.02,-42.54,-1.23,474155.41,4161211.28
2013/1/16,3448.28,3462.59,3393.71,3450.56,-0.12,0,629084.82,5578655.42
2013/1/15,3390.33,3463.26,3389.78,3450.68,65.94,1.95,693689.7,6117758.2
2013/1/14,3264.15,3387.5,3262.58,3384.75,113.57,3.47,567532.3,4929249.14
2013/1/11,3357.47,3360.41,3262.83,3271.18,-85.17,-2.54,513005.34,4262927.65
2013/1/10,3335.09,3368.01,3329.93,3356.35,21.36,0.64,479019.58,3940845.74
2013/1/9,3321.77,3359.08,3303.8,3334.99,7.95,0.24,509273.96,4356805.71
2013/1/8,3288.13,3331.67,3270.77,3327.04,38.67,1.18,519638.27,4451941.58
2013/1/7,3253.67,3288.65,3245.46,3288.37,30.12,0.92,427311.22,3630373.16
2013/1/4,3297.04,3304.76,3226.95,3258.25,-17.61,-0.54,461708.54,3834898.04
2012/12/31,3242.96,3275.86,3236.63,3275.86,40.67,1.26,474158.46,3836638.4
2012/12/28,3195.2,3235.59,3187.09,3235.2,35.71,1.12,413162.3,3339366
2012/12/27,3232.79,3244.94,3198.91,3199.48,-29.19,-0.9,472237.24,3834671.55
2012/12/26,3187.2,3228.8,3183.95,3228.68,39.59,1.24,468000.02,3719863.3
2012/12/25,3110.97,3197.72,3102.61,3189.09,71.39,2.29,528628.52,4103177.82
2012/12/24,3093.97,3120.73,3090.42,3117.7,16.62,0.54,290838.85,2476470.39
2012/12/21,3110.82,3144.26,3089.09,3101.07,-7.79,-0.25,391412.6,3232627.17
2012/12/20,3092.93,3111.2,3063.32,3108.86,9.77,0.32,369113.67,2858313.45
2012/12/19,3082.38,3109.94,3074.95,3099.09,12.51,0.41,368761.83,2857340.89
2012/12/18,3087.32,3124.56,3067.86,3086.58,-5.29,-0.17,469930.56,3597722.4
2012/12/17,3073.92,3098.61,3063.49,3091.88,25.64,0.84,526063.93,4035774.64
2012/12/14,2939.31,3069.06,2939.15,3066.23,122.96,4.18,525403.37,3811189.05
2012/12/13,2976.58,2989.15,2941.55,2943.28,-39.61,-1.33,267770.78,1910318.5
2012/12/12,2978.72,2997.92,2952.39,2982.89,0.86,0.03,273880.07,2040366.43
2012/12/11,2993.38,3014.07,2978.74,2982.03,-20.2,-0.67,351194.69,2593855.64
2012/12/10,2951,3004.54,2942.49,3002.23,52.04,1.76,404505.31,2973212.41
2012/12/7,2883.16,2954.69,2875.84,2950.19,65.85,2.28,391936.3,2773075.4
2012/12/6,2884.81,2902.07,2866.89,2884.35,-1.84,-0.06,283870.31,2068690.49
2012/12/5,2775.41,2904.65,2767.05,2886.19,102.77,3.69,379879.33,2729762.03
2012/12/4,2739.5,2786.13,2704.37,2783.41,34.28,1.25,227403.95,1658853.24
2012/12/3,2816.3,2829.84,2746.49,2749.13,-67.49,-2.4,211150.16,1508919.8
2012/11/30,2773.23,2818.04,2765.79,2816.62,42.45,1.53,189803.57,1334070.42
2012/11/29,2799.96,2822.33,2768.35,2774.18,-26.36,-0.94,175447.87,1329112.43
2012/11/28,2854.08,2854.08,2791.29,2800.54,-63.63,-2.22,183011.48,1369396.05
2012/11/27,2960.61,2960.61,2862.47,2864.17,-106.15,-3.57,207390.78,1469321.97
2012/11/26,3004.17,3006.79,2966.88,2970.32,-35.14,-1.17,147758.91,1150002.04
2012/11/23,2993.17,3019.79,2990.06,3005.46,10.37,0.35,171078.09,1288634.72
2012/11/22,3021.31,3021.31,2989.38,2995.09,-40.19,-1.32,171252.88,1267868.1
2012/11/21,3000.94,3035.28,2963.87,3035.28,31.1,1.04,206699.15,1514444.19
2012/11/20,3023.08,3031.29,3003.13,3004.18,-11.98,-0.4,163325.5,1233975.01
2012/11/19,3007.68,3016.48,2974.14,3016.16,7.01,0.23,167237.83,1321246.03
2012/11/16,3021.3,3021.79,2987.7,3009.15,-17.69,-0.58,189238.73,1464192.89
2012/11/15,3066.89,3080.69,3025.3,3026.84,-54.41,-1.77,202620.92,1544039.64
2012/11/14,3069.38,3084.38,3048.24,3081.25,9.13,0.3,196577.88,1523418.71
2012/11/13,3136.95,3136.95,3066.63,3072.12,-64.19,-2.05,229467.54,1773547.75
2012/11/12,3118.11,3139.38,3108.55,3136.31,19.33,0.62,214075,1717455.33
2012/11/9,3123.09,3139.68,3103.85,3116.98,-12.59,-0.4,202901.99,1627600.91
2012/11/8,3183.08,3189.47,3129.39,3129.57,-79.57,-2.48,276088.78,2122371.89
2012/11/7,3210.85,3223.59,3192.66,3209.14,-4.12,-0.13,244743.36,1972967.69
2012/11/6,3233.42,3234.98,3170.62,3213.26,-22.09,-0.68,297074.14,2267424.97
2012/11/5,3244.3,3258.99,3226.5,3235.35,-14.2,-0.44,291174.17,2269482.94
2012/11/2,3229.96,3251.77,3217.08,3249.55,21.36,0.66,331390.25,2424793.49
2012/11/1,3169.8,3235.01,3169.8,3228.19,60.09,1.9,331363.96,2439386.76
2012/10/31,3159.22,3168.28,3141.14,3168.1,7.41,0.23,209776.76,1634103.59
2012/10/30,3156.74,3189.53,3154.17,3160.69,1.74,0.06,226087.37,1694006.19
2012/10/29,3158.11,3172.54,3141.36,3158.94,-4.35,-0.14,207276.6,1562312.06
2012/10/26,3221.07,3225.4,3142.28,3163.3,-62.88,-1.95,297174.78,2219475.12
2012/10/25,3257.73,3282.09,3222.48,3226.17,-31.75,-0.97,333619.63,2359233.3
2012/10/24,3242.88,3273.38,3237.74,3257.92,-1.15,-0.04,296396.68,2088480.56
2012/10/23,3298.45,3303.24,3255.49,3259.07,-39.42,-1.2,289523.46,2295242.6
2012/10/22,3269.04,3301.37,3260.17,3298.49,13.04,0.4,245273.43,1963517.69
2012/10/19,3292.95,3305.53,3279.25,3285.45,-9.39,-0.28,279759.08,2176265.03
2012/10/18,3241.27,3301.14,3241.14,3294.84,54.06,1.67,346011.23,2677215.1
2012/10/17,3237.64,3249.39,3205.53,3240.78,7.55,0.23,224994.29,1901954.18
2012/10/16,3219.42,3256.48,3211.3,3233.23,10.04,0.31,224897.21,2000000.02
2012/10/15,3237.29,3238.42,3193.99,3223.19,-17.21,-0.53,235398.77,1946131.63
2012/10/12,3256.97,3282.91,3210.6,3240.4,-7.65,-0.24,282138.27,2201618.63
2012/10/11,3288.05,3296.72,3247.6,3248.05,-48.88,-1.48,291918.2,2435736.52
2012/10/10,3257.45,3296.92,3248.83,3296.92,31.31,0.96,332917.88,2665532.46
2012/10/9,3185.21,3265.64,3185.21,3265.62,82.25,2.58,298781.96,2567093.32
2012/10/8,3198.88,3214.15,3167.68,3183.37,-16.39,-0.51,194853.26,1682648.5
2012/9/28,3129.77,3200.08,3121.58,3199.75,58.67,1.87,266924.04,2366834.89
2012/9/27,3065.58,3159.07,3062.7,3141.08,69.09,2.25,269456.22,2231313.22
2012/9/26,3138.8,3149.03,3067.38,3071.99,-72.42,-2.3,208604.36,1705732.16
2012/9/25,3159.13,3179.37,3137.84,3144.41,-22.75,-0.72,197358.75,1711606.12
2012/9/24,3129.54,3177.33,3107.37,3167.16,23.45,0.75,221235.6,1907662.71
2012/9/21,3153.61,3181.27,3137.39,3143.71,-18.05,-0.57,237523.65,2058954.54
2012/9/20,3253.53,3253.53,3160.68,3161.76,-94.1,-2.89,267941.49,2268364.08
2012/9/19,3227.36,3257.02,3224.08,3255.87,31.61,0.98,196317.72,1750578.61
2012/9/18,3222.98,3247.67,3210.09,3224.26,-13.45,-0.42,206399.32,1823471.59
2012/9/17,3334.71,3334.99,3237.7,3237.7,-100.33,-3.01,294016.39,2500190.2
2012/9/14,3356.24,3369.77,3308.01,3338.04,8.74,0.26,349154.55,3045788.32
2012/9/13,3374.79,3385.72,3329.3,3329.3,-46.82,-1.39,339382.42,3000857.25
2012/9/12,3360.26,3376.33,3339.71,3376.12,26.03,0.78,337962.11,2953414.12
2012/9/11,3352.62,3352.62,3324.49,3350.09,-13.52,-0.4,334537.39,2868371.41
2012/9/10,3343.81,3376.77,3330.94,3363.61,28.95,0.87,427176.18,3561370.71
2012/9/7,3240.65,3365.66,3240.65,3334.66,116.72,3.63,503496.86,4103431.95
2012/9/6,3187.11,3218.28,3187.11,3217.94,36.14,1.14,217767.96,1747499.13
2012/9/5,3158.01,3193.77,3150.79,3181.8,16.97,0.54,209516.81,1678100.95
2012/9/4,3202.49,3209.88,3160.7,3164.83,-35.48,-1.11,211031.24,1745087.21
2012/9/3,3135.23,3203.85,3131.16,3200.31,60.81,1.94,225834.08,1895312.39
2012/8/31,3122.53,3148.51,3115.62,3139.5,10.01,0.32,177671.83,1441485.09
2012/8/30,3174.31,3188.76,3083.37,3129.5,-50.05,-1.57,260698.92,2163327.66
2012/8/29,3197.34,3221.23,3179.54,3179.54,-21.45,-0.67,208950.31,1703613.27
2012/8/28,3179.78,3221.88,3173.75,3200.99,16.66,0.52,204863.34,1693990.78
2012/8/27,3250.69,3250.69,3184.11,3184.33,-81.42,-2.49,219903.61,1878111.37
2012/8/24,3318.85,3321.92,3265.6,3265.75,-62.24,-1.87,236372.01,2004193.19
2012/8/23,3303.7,3329.98,3289.55,3327.99,21.88,0.66,220429.45,1965523
2012/8/22,3338.08,3338.74,3292.43,3306.11,-29.64,-0.89,219173.03,1962432.85
2012/8/21,3287.73,3347.28,3284.06,3335.75,46.31,1.41,227975.92,2040541.9
2012/8/20,3270.99,3296.36,3247.58,3289.44,2.66,0.08,168601.88,1461175.61
2012/8/17,3283.26,3293.25,3252.8,3286.78,-0.05,0,166918.81,1542921.93
2012/8/16,3301.74,3316.96,3278.54,3286.83,-24.01,-0.73,176598.9,1605725.63
2012/8/15,3340.88,3344.1,3308.49,3310.84,-38.75,-1.16,211601.38,1826108.69
2012/8/14,3312.81,3349.82,3263.5,3349.59,31.49,0.95,270851.97,2398906.44
2012/8/13,3386.03,3386.03,3317.04,3318.1,-77.75,-2.29,277371.43,2439685.1
2012/8/10,3400.93,3405.05,3378.54,3395.85,-9.21,-0.27,311247.82,2589722.98
2012/8/9,3351.45,3405.25,3335.13,3405.06,48.57,1.45,336317.82,2890601.65
2012/8/8,3363.76,3374.08,3335.97,3356.49,-11.77,-0.35,303006.94,2531183.36
2012/8/7,3336.22,3368.53,3331.5,3368.25,30.99,0.93,340123.19,2796042.46
2012/8/6,3250.79,3338.62,3244.98,3337.27,77.41,2.37,300512.88,2576744.87
2012/8/3,3203.11,3259.86,3193.68,3259.86,63.99,2,218568.91,1887476.12
2012/8/2,3212.05,3231.83,3179,3195.86,-20.32,-0.63,205293.1,1777509.43
2012/8/1,3152.73,3232.97,3152.31,3216.18,56.99,1.8,198908.93,1775753.25
2012/7/31,3211.1,3214.17,3152.42,3159.19,-58.26,-1.81,203784.12,1696117.95
2012/7/30,3280.1,3294.65,3205.76,3217.45,-66.14,-2.01,212706.9,1753514.17
2012/7/27,3312.38,3323,3269.23,3283.59,-18.74,-0.57,205667.95,1906304.54
2012/7/26,3329.01,3357.79,3301.67,3302.34,-29.75,-0.89,233681.52,2060889.57
2012/7/25,3350.9,3365.21,3324.54,3332.09,-29.01,-0.86,228035.51,1988396.95
2012/7/24,3317.22,3381.35,3310.95,3361.09,23.23,0.7,219417.04,2030240.14
2012/7/23,3347.87,3357.24,3310.8,3337.86,-32.06,-0.95,231731.11,2069212.97
2012/7/20,3382.82,3407.41,3362.38,3369.91,-22.74,-0.67,274711.52,2468154.74
2012/7/19,3343.24,3414.23,3335.33,3392.66,39.81,1.19,331963.98,2939347.2
2012/7/18,3328.12,3352.97,3276.32,3352.85,18.56,0.56,277068.05,2547841.97
2012/7/17,3297.15,3335.53,3282.23,3334.29,23.2,0.7,231223.6,2332761.03
2012/7/16,3434.51,3434.6,3308.64,3311.09,-124,-3.61,291462.02,3033859.9
2012/7/13,3435.17,3463.22,3422.34,3435.08,-15.22,-0.44,243120.71,2575977.3
2012/7/12,3398.62,3462.22,3381.83,3450.3,46.2,1.36,317110.97,3353418.37
2012/7/11,3358.56,3404.59,3352.53,3404.1,38.44,1.14,212544.67,2284772.58
2012/7/10,3386.63,3400.64,3351.56,3365.67,-33.14,-0.98,232230.52,2321294.56
2012/7/9,3464.02,3478.12,3398.52,3398.81,-87.74,-2.52,292674.98,3022896.73
2012/7/6,3436.31,3487.67,3397.87,3486.55,68.34,2,296582.13,2920564.68
2012/7/5,3486.81,3486.81,3407.6,3418.2,-79.55,-2.27,249765.16,2414780.48
2012/7/4,3519.51,3525.16,3484.84,3497.75,-18.03,-0.51,232347.8,2443810.55
2012/7/3,3507.63,3542.51,3498.07,3515.78,6.27,0.18,281021.56,2846737.08
2012/7/2,3491.75,3528.12,3484.14,3509.5,38.54,1.11,261873.41,2747845.47
2012/6/29,3413.33,3471.7,3392.75,3470.97,43.15,1.26,252543.18,2330638.96
2012/6/28,3484.23,3495.85,3427.66,3427.82,-48.58,-1.4,246476.09,2260243.72
2012/6/27,3486.52,3518.75,3474.77,3476.4,-13.57,-0.39,232332.74,2163939.89
2012/6/26,3474.16,3500.76,3433.57,3489.97,-3.14,-0.09,246323.81,2148335.31
2012/6/25,3576.37,3576.37,3491.86,3493.12,-97.72,-2.72,244815.29,2253221.55
2012/6/21,3628.22,3628.22,3569.49,3590.84,-45.25,-1.24,246728.48,2363918.72
2012/6/20,3663.99,3671.41,3630.18,3636.09,-21.87,-0.6,257780.43,2366526.81
2012/6/19,3681.68,3685.93,3652.97,3657.96,-26.77,-0.73,301359.68,2930958.22
2012/6/18,3663.14,3691.93,3662.22,3684.73,35.73,0.98,262030.1,2626967.48
2012/6/15,3657.79,3674.45,3604.09,3648.99,-3.71,-0.1,278210.18,2769067.36
2012/6/14,3669.04,3693.9,3650.03,3652.71,-22.17,-0.6,305699.88,3095332.28
2012/6/13,3615.71,3674.88,3610.64,3674.88,66.48,1.84,317099.92,2946885.56
2012/6/12,3611.92,3628.24,3594.61,3608.39,-21.92,-0.6,253188.75,2344226.22
2012/6/11,3565.34,3630.96,3554.19,3630.31,66.16,1.86,267831.43,2639539.98
2012/6/8,3615.11,3618.78,3557.04,3564.16,-16.98,-0.47,261825.39,2463233.07
2012/6/7,3635.57,3647.28,3572.49,3581.14,-19.03,-0.53,256295.37,2405975.48
2012/6/6,3621.64,3638.56,3585.53,3600.16,-17.45,-0.48,254054.99,2436723.93
2012/6/5,3625.14,3646.51,3603.37,3617.61,-4.19,-0.12,277921.84,2715939.83
2012/6/4,3684.04,3707.31,3621.81,3621.81,-122.63,-3.27,371400.64,3561334.5
2012/6/1,3752.02,3769.52,3725.28,3744.44,-9.16,-0.24,349514,3409158.62
2012/5/31,3732.47,3775.37,3722.04,3753.59,1.37,0.04,367843.78,3661847.15
2012/5/30,3739.04,3764.64,3734.25,3752.22,6.54,0.17,396197.2,3820140.93
2012/5/29,3686.58,3748.44,3683.52,3745.68,58.22,1.58,476105.93,4732215.07
2012/5/28,3622.13,3687.52,3568.03,3687.46,51.94,1.43,419654.84,3703455.37
2012/5/25,3675.51,3683.63,3622.1,3635.52,-42.58,-1.16,356944.36,3261880.63
2012/5/24,3697.92,3720.44,3668.28,3678.09,-30.83,-0.83,374828.95,3685759.78
2012/5/23,3702.81,3723.19,3670.03,3708.92,-2.14,-0.06,400137.25,4125920.78
2012/5/22,3666.14,3711.06,3666.14,3711.06,57.51,1.57,345311.9,3382417.02
2012/5/21,3650.92,3676.97,3616.91,3653.55,-2.31,-0.06,314962.01,2939075.18
2012/5/18,3691.64,3710.41,3645.91,3655.86,-58.33,-1.57,377515.68,3355130.12
2012/5/17,3656.83,3716.71,3643.79,3714.19,53.87,1.47,366748.7,3394367.78
2012/5/16,3696.61,3707.81,3660.03,3660.31,-45.57,-1.23,325943.26,3249977.83
2012/5/15,3679.34,3705.9,3652.87,3705.88,-4.21,-0.11,331103.82,3303011.05
2012/5/14,3745.83,3760.88,3706.16,3710.1,-5.29,-0.14,379736.76,3755432.86
2012/5/11,3727.59,3753.82,3715.06,3715.39,-15.75,-0.42,323601.59,3314792.27
2012/5/10,3713.4,3744.52,3713.31,3731.13,13.66,0.37,323911.8,3298798.14
2012/5/9,3759.39,3759.39,3716.13,3717.47,-66,-1.74,393311.06,3860194.6
2012/5/8,3783.08,3798.05,3752.39,3783.47,-1.08,-0.03,407965.63,4067949.27
2012/5/7,3741.66,3784.57,3733.84,3784.56,26.55,0.71,423127.57,4185741.53
2012/5/4,3730.72,3761.97,3713.99,3758,24.19,0.65,406714.51,3835351.35
2012/5/3,3707.51,3735.33,3701.2,3733.82,15.56,0.42,416131.18,3933040.48
2012/5/2,3707.82,3735.9,3674.96,3718.26,53.62,1.46,476564.04,4366479.71
2012/4/27,3690.16,3699.1,3659.11,3664.64,-35.39,-0.96,388470.15,3365058.23
2012/4/26,3720.74,3729.91,3683.43,3700.03,-18.88,-0.51,534588.17,4554380.66
2012/4/25,3654.75,3728.55,3645.07,3718.91,52.52,1.43,629104.54,5123397.53
2012/4/24,3658.62,3709.37,3557.78,3666.4,-25.18,-0.68,557318.14,4797146.37
2012/4/23,3731.55,3739.15,3673.31,3691.57,-44.79,-1.2,531674.1,4870648.21
2012/4/20,3696.66,3743.49,3684.23,3736.37,31.66,0.85,458303.59,4081694.85
2012/4/19,3712.53,3728.87,3684.86,3704.71,-9.32,-0.25,403620.22,3717964.12
2012/4/18,3637.55,3717.54,3632.67,3714.02,82.46,2.27,442544.5,4007827
2012/4/17,3679.92,3702.84,3629.82,3631.56,-53.93,-1.46,428543.32,3690370.7
2012/4/16,3644.67,3702.42,3632.85,3685.48,10.45,0.28,442258.15,3696459.63
2012/4/13,3653.6,3695.13,3643.47,3675.03,34.62,0.95,482222.57,4309083.91
2012/4/12,3568.82,3640.41,3561.05,3640.41,73.93,2.07,417973.34,3666979.88
2012/4/11,3513.5,3582.95,3497.94,3566.48,12.44,0.35,327214.51,2885909.34
2012/4/10,3496.13,3554.22,3432.36,3554.04,41.12,1.17,288262.23,2687028.56
2012/4/9,3544.01,3563.34,3512.37,3512.91,-41.11,-1.16,258200.27,2412954.45
2012/4/6,3530.63,3570.59,3520.89,3554.03,22.48,0.64,300654.66,2882306.78
2012/4/5,3420.03,3532.08,3412.44,3531.55,114.69,3.36,293524.48,2786314.13
2012/3/30,3422.81,3445.47,3383.53,3416.86,-8.85,-0.26,248260.17,2239117.37
2012/3/29,3471.36,3482.33,3391.8,3425.7,-64.3,-1.84,308014.66,2753307.64
2012/3/28,3638.77,3638.77,3483.58,3490.01,-162.87,-4.46,362701.35,3371685.61
2012/3/27,3681.74,3699.16,3648.75,3652.88,-13.4,-0.37,261091.03,2628939.52
2012/3/26,3661.39,3680.29,3635.67,3666.28,-3.85,-0.1,248848.16,2438977.81
2012/3/23,3727.15,3728.62,3652.23,3670.13,-72.26,-1.93,328697.93,3276056.2
2012/3/22,3754.87,3769.37,3720.69,3742.39,-17.66,-0.47,336533.38,3238603.39
2012/3/21,3757,3782.41,3700.49,3760.05,13.76,0.37,402818.32,4058002.62
2012/3/20,3819.72,3819.72,3744.81,3746.28,-83.41,-2.18,414148.42,4015068.96
2012/3/19,3788.39,3830.02,3762.3,3829.7,43.08,1.14,454009.83,4605156.79
2012/3/16,3693.32,3786.62,3687.81,3786.62,97.6,2.65,455352.26,4647680.41
2012/3/15,3726.37,3754.73,3635.68,3689.01,-45.3,-1.21,508939.36,4966228.29
2012/3/14,3924.49,3945.31,3709.09,3734.32,-175.75,-4.49,765907.75,7573535.81
2012/3/13,3867.97,3910.06,3856.41,3910.06,38.94,1.01,474963.68,4817380.03
2012/3/12,3852.61,3876.17,3839.43,3871.12,23.01,0.6,470784.37,4888917.9
2012/3/9,3802.09,3848.11,3787.91,3848.11,56.28,1.48,440034.18,4526702.84
2012/3/8,3741.48,3803.37,3741.48,3791.83,59.12,1.58,432000.53,4166557.18
2012/3/7,3718.77,3780.48,3707.79,3732.71,-27.88,-0.74,421038.4,4074034.36
2012/3/6,3786.16,3786.16,3729.6,3760.59,-37.79,-0.99,456392.36,4444168.42
2012/3/5,3805.68,3825.72,3793.69,3798.38,3.96,0.1,491045.17,4930863.16
2012/3/2,3719.96,3794.58,3719.96,3794.42,78.74,2.12,462346.28,4332079.43
2012/3/1,3679.04,3737.72,3675.28,3715.67,19.53,0.53,356368.1,3519321.05
2012/2/29,3733.63,3750.46,3691.98,3696.14,-49.44,-1.32,404151.6,3865406.7
2012/2/28,3748.34,3761.73,3696.21,3745.58,-18.75,-0.5,490086.62,4578632.89
2012/2/27,3767.6,3822.26,3764.17,3764.33,7.5,0.2,657495.11,6025093.87
2012/2/24,3698.68,3757.52,3689.36,3756.83,55.94,1.51,565894.27,5049031.85
2012/2/23,3686.73,3711.12,3662.42,3700.89,11.88,0.32,469486.88,4473628.18
2012/2/22,3617.18,3689.13,3616.11,3689,70.7,1.95,517916.71,4909736.44
2012/2/21,3569.23,3618.33,3533.11,3618.3,43.84,1.23,368037.76,3527479.87
2012/2/20,3610.74,3618.68,3573.23,3574.46,9.15,0.26,403925.97,3748862.37
2012/2/17,3582.51,3596.87,3530.96,3565.31,-11.9,-0.33,328080.52,2974917.46
2012/2/16,3572.32,3607.75,3540.85,3577.2,-0.95,-0.03,437779.65,3846384.47
2012/2/15,3518.79,3580.28,3505.36,3578.15,53.52,1.52,436257.3,3870670.31
2012/2/14,3516.61,3529.49,3493.91,3524.63,4.75,0.13,359048.25,3204224.87
2012/2/13,3458.81,3535.52,3441.33,3519.88,31.65,0.91,382380.75,3418145.48
2012/2/10,3463.97,3506.34,3459.13,3488.23,18.38,0.53,397831.92,3378998.61
2012/2/9,3441.79,3501.4,3434.81,3469.85,24.33,0.71,438982.12,3856820.1
2012/2/8,3351.04,3445.52,3341.71,3445.52,88.68,2.64,335219.48,3090093.2
2012/2/7,3397.77,3397.77,3333.64,3356.84,-55.57,-1.63,268157.78,2439887.85
2012/2/6,3387.22,3420,3381.76,3412.41,29.36,0.87,312492.03,2869653.96
2012/2/3,3324.4,3390.33,3315.69,3383.05,54.9,1.65,321683.13,2917436.07
2012/2/2,3271.59,3328.25,3266.96,3328.15,61.92,1.9,217879.03,2047769.36
2012/2/1,3287.22,3318.37,3255.63,3266.23,-28.26,-0.86,182364,1701687.9
2012/1/31,3284.9,3297.19,3251.42,3294.49,2.09,0.06,182907.21,1695057.1
2012/1/30,3326.61,3337.06,3290.54,3292.41,-23.19,-0.7,187543.85,1740393.16
2012/1/20,3276.48,3323.12,3267.03,3315.6,44.84,1.37,220673.49,2062224.3
2012/1/19,3230.88,3288.2,3208.05,3270.77,32.91,1.02,229740.26,2125756.22
2012/1/18,3310.04,3342.37,3223.99,3237.85,-67.03,-2.03,308255.17,2881147.42
2012/1/17,3128.51,3305,3110.36,3304.88,174.32,5.57,301485.04,2673097.1
2012/1/16,3201.01,3217.37,3130.32,3130.56,-103.14,-3.19,187754.66,1667344.35
2012/1/13,3343.53,3349.68,3210.32,3233.7,-112.11,-3.35,281086.56,2541815.39
2012/1/12,3330.9,3388.39,3323.14,3345.81,-0.93,-0.03,290698.77,2576905.88
2012/1/11,3342.55,3367.4,3315.67,3346.74,1.35,0.04,339017.08,2946937.73
2012/1/10,3211.57,3345.42,3202.97,3345.39,132.49,4.12,393875.18,3377038.42
2012/1/9,3089.45,3213.06,3056.19,3212.9,125.36,4.06,256164.08,2183647.81
2012/1/6,3060.45,3087.55,3002.98,3087.55,13.18,0.43,178181.23,1541128.26
2012/1/5,3173.01,3173.01,3070.45,3074.37,-117.87,-3.69,199657,1760563.25
2012/1/4,3290.82,3300.01,3191.99,3192.23,-74.54,-2.28,183428.39,1655847.93
