trade_date,open,high,low,close,change,return,volume,volume_in_money
2016/7/13,6413.81,6456.77,6392.4,6446.56,51.42,0.8,1121220.81,14346735.67
2016/7/12,6309.82,6395.44,6248.93,6395.14,82.65,1.31,1168737.88,14846856.64
2016/7/11,6320.06,6387.07,6306.13,6312.5,12.64,0.2,1036628.66,13977139.38
2016/7/8,6308.06,6337.07,6276.83,6299.85,-19.94,-0.32,880647.41,11685624.25
2016/7/7,6291.06,6342.43,6256.27,6319.79,22.4,0.36,1124535.97,15162560.92
2016/7/6,6250.49,6299.73,6231.54,6297.4,27.89,0.44,950696.22,12187595.13
2016/7/5,6244.39,6276.82,6226.3,6269.5,37.62,0.6,1079288,13687496.06
2016/7/4,6079.58,6240.6,6078.63,6231.88,120.34,1.97,1000781.91,12565274.05
2016/7/1,6133.72,6163.43,6095.85,6111.54,-11.96,-0.2,738144.33,9645434.02
2016/6/30,6127.99,6143.23,6090.9,6123.49,3.29,0.05,772996.61,10344260.81
2016/6/29,6130.58,6145,6100.08,6120.2,12.69,0.21,930552.18,12177534.69
2016/6/28,6018.91,6111.07,6012.05,6107.51,63.29,1.05,949527.23,12768293.31
2016/6/27,5864.73,6044.32,5864.61,6044.22,140.6,2.38,840479.07,11158600.98
2016/6/24,5967.52,6011.37,5748.84,5903.62,-74.55,-1.25,984198.68,12550797.5
2016/6/23,5998.67,6015.18,5933.68,5978.17,-30.71,-0.51,779795.56,10360436.65
2016/6/22,5901.15,6009.06,5895.91,6008.89,92.08,1.56,724171.45,9302646.19
2016/6/21,6023.92,6053.41,5888.36,5916.8,-68.77,-1.15,881406.86,11873070.91
2016/6/20,5965.82,5995,5908.48,5985.57,21.3,0.36,745301.45,10049197.03
2016/6/17,5937.32,6002.62,5918.19,5964.27,33.73,0.57,890668.41,11815230.94
2016/6/16,5945.49,5979.12,5909.69,5930.55,-22.3,-0.37,960314.6,13339713.38
2016/6/15,5701.39,5972.85,5692.81,5952.85,190.08,3.3,908786.05,12243452.76
2016/6/14,5723.99,5778.85,5700.52,5762.76,16.32,0.28,620327.04,8136991.15
2016/6/13,5943.73,5992.33,5746,5746.44,-277.43,-4.61,871398.57,11781031.32
2016/6/8,6037.41,6058.18,5972.74,6023.88,-21.48,-0.36,734981.63,10210551.55
2016/6/7,6048.32,6052.05,6010.35,6045.36,-6.5,-0.11,695982.58,9504544.3
2016/6/6,6051.95,6067.47,6008.93,6051.86,19.26,0.32,735528.2,10211930.29
2016/6/3,6016.95,6062.14,5992.32,6032.6,18.71,0.31,848435.14,11759851.35
2016/6/2,5961.72,6014.61,5955.35,6013.89,40.11,0.67,812453.08,10878201.68
2016/6/1,5957.18,6013.9,5949.64,5973.78,26.46,0.44,945139.87,13068356.77
2016/5/31,5721.83,5947.43,5721.83,5947.32,236.01,4.13,952380.72,12390309.73
2016/5/30,5706,5764.76,5655.64,5711.32,-28.27,-0.49,488880.03,6512579.92
2016/5/27,5728.9,5780.07,5712.48,5739.59,-4.8,-0.08,599847.04,8077165.23
2016/5/26,5705.07,5744.85,5598.66,5744.39,29.2,0.51,596657.27,7941681.62
2016/5/25,5780.27,5803.98,5691.61,5715.18,-27.99,-0.49,533029.56,7409091.61
2016/5/24,5800,5800.17,5701.66,5743.18,-66.3,-1.14,579564.16,7637260.81
2016/5/23,5752.15,5811.68,5752.08,5809.48,76.57,1.34,627777.92,8582908.47
2016/5/20,5619.94,5733.25,5600.49,5732.9,66.17,1.17,559360.76,7672934.91
2016/5/19,5628.73,5729.4,5628.65,5666.73,35.54,0.63,564389.4,7691566.37
2016/5/18,5743.03,5743.03,5563.06,5631.19,-159.15,-2.75,637048.56,7948418.7
2016/5/17,5814.1,5853.61,5763.51,5790.34,-22.2,-0.38,652601.38,8843206.6
2016/5/16,5692.61,5813.04,5665.21,5812.54,98.23,1.72,579608.98,7691859.74
2016/5/13,5708.63,5779.89,5677.94,5714.31,-12.14,-0.21,530767.36,7080283.44
2016/5/12,5647.07,5727.58,5559.69,5726.46,3.05,0.05,582158.14,7435807.26
2016/5/11,5770.35,5806.47,5700.1,5723.41,-15.49,-0.27,580111.26,7623441.07
2016/5/10,5728.11,5766.16,5697.09,5738.9,-4.75,-0.08,526577.45,6688308.73
2016/5/9,5910.12,5910.12,5714.12,5743.65,-217.84,-3.65,782333.81,9696998.61
